mask,scenario,utility,improvement,relevance,relevance_delta,provider_disparity,fatigue,cost,intervention_stats
240,fatigue_stress,0.11928676991769022,-0.24776048014480845,0.6213222890722017,-0.018384599760882026,0.05639660493827159,0.35396358040961734,0.36,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10236, 'freshness_quota': 2880}"
241,fatigue_stress,0.3165416613449362,-0.050505588717562444,0.6033024979072474,-0.03640439092583625,0.09658950617283946,0.0,0.41000000000000003,"{'repeat_cap_removed': 19837, 'injection_noop': 0, 'session_cap_demoted': 8115, 'freshness_quota': 2880}"
242,fatigue_stress,0.05532206919505478,-0.3117251808674439,0.6162965373813826,-0.023410351451701117,0.05277777777777781,0.3077832903546207,0.4600000000000001,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 9049, 'freshness_quota': 2880}"
243,fatigue_stress,0.21510557677167907,-0.1519416732908196,0.6014645382429,-0.03824235059018366,0.08469907407407407,0.0,0.5100000000000001,"{'repeat_cap_removed': 18137, 'injection_noop': 0, 'session_cap_demoted': 7212, 'freshness_quota': 2880}"
244,fatigue_stress,0.05139266834139411,-0.31565458172110455,0.6182840157509183,-0.021422873082165395,0.07000000000000006,0.33650475500662,0.44000000000000006,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 9914, 'freshness_quota': 2880}"
245,fatigue_stress,0.23500502570244491,-0.13204222436005375,0.6022132421136213,-0.037493646719462426,0.10579475308641983,0.0,0.49000000000000005,"{'repeat_cap_removed': 19263, 'injection_noop': 0, 'session_cap_demoted': 7899, 'freshness_quota': 2880}"
246,fatigue_stress,-0.03736889560801826,-0.4044161456705169,0.616080760059198,-0.023626128773885702,0.06377314814814805,0.3230631735458044,0.54,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 9488, 'freshness_quota': 2880}"
247,fatigue_stress,0.13561350363509383,-0.23143374642740483,0.6014196527590074,-0.03828723607407625,0.10065586419753081,0.0,0.5900000000000001,"{'repeat_cap_removed': 18736, 'injection_noop': 1440, 'session_cap_demoted': 7524, 'freshness_quota': 2880}"
248,fatigue_stress,0.06150643997137922,-0.30554081009111944,0.6219083909928292,-0.017798497840254446,0.06399691358024695,0.35141932795740716,0.42,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10177, 'freshness_quota': 2880}"
249,fatigue_stress,0.2567454827338934,-0.11030176732860525,0.6033228241176407,-0.036384064715442976,0.0969444444444445,0.0,0.47,"{'repeat_cap_removed': 19678, 'injection_noop': 0, 'session_cap_demoted': 7922, 'freshness_quota': 2880}"
250,fatigue_stress,-0.00924066889554176,-0.3762879189580404,0.6180693929435064,-0.021637495889577307,0.06142746913580255,0.31406683976995436,0.52,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 9204, 'freshness_quota': 2880}"
251,fatigue_stress,0.15571443828807463,-0.21133281177442403,0.6028259644273896,-0.03688092440569413,0.09615740740740741,0.0,0.5700000000000001,"{'repeat_cap_removed': 18326, 'injection_noop': 0, 'session_cap_demoted': 7141, 'freshness_quota': 2880}"
252,fatigue_stress,-0.0029308648677920934,-0.36997811493029076,0.6186634761301348,-0.02104341270294885,0.06931327160493828,0.33008448680614927,0.5,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 9733, 'freshness_quota': 2880}"
253,fatigue_stress,0.17617250404496754,-0.19087474601753113,0.6041186497360675,-0.03558823909701614,0.10630401234567888,0.0,0.55,"{'repeat_cap_removed': 18899, 'injection_noop': 0, 'session_cap_demoted': 7581, 'freshness_quota': 2880}"
254,fatigue_stress,-0.09701798481323343,-0.4640652348757321,0.6172067603883065,-0.022500128444777223,0.06662037037037027,0.3230925036120043,0.6,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 9507, 'freshness_quota': 2880}"
255,fatigue_stress,0.07651262895751099,-0.2905346211049877,0.6035650816048329,-0.03614180722825078,0.10371913580246916,0.0,0.65,"{'repeat_cap_removed': 18653, 'injection_noop': 1440, 'session_cap_demoted': 7415, 'freshness_quota': 2880}"
0,popularity_stress,0.37218960416958613,0.0,0.6444104949414505,0.0,0.292932098765432,0.47935661404881286,0.0,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
1,popularity_stress,0.6707035322461052,0.2985139280765191,0.6002737240950923,-0.04413677084635825,0.19041666666666668,0.0,0.05,"{'repeat_cap_removed': 21537, 'injection_noop': 0}"
2,popularity_stress,0.30029357097887843,-0.0718960331907077,0.6368559500650071,-0.00755454487644347,0.282932098765432,0.4472800190735086,0.1,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
3,popularity_stress,0.5706089697700681,0.198419365600482,0.6011625433130595,-0.04324795162839101,0.19181327160493833,0.0,0.15000000000000002,"{'repeat_cap_removed': 19697, 'injection_noop': 0}"
4,popularity_stress,0.32422891303738177,-0.04796069113220436,0.6380409403797387,-0.006369554561711843,0.26238425925925934,0.4455463991557672,0.08,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
5,popularity_stress,0.5966368324153749,0.22444722824578878,0.6026853026802297,-0.041725192261220845,0.1603858024691358,0.0,0.13,"{'repeat_cap_removed': 19717, 'injection_noop': 0}"
6,popularity_stress,0.2609233998582348,-0.11126620431135131,0.6287518296979386,-0.015658665243511893,0.2645987654320987,0.3984565595725543,0.18,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
7,popularity_stress,0.4952264235116077,0.1230368193420216,0.601187395313954,-0.043223099627496486,0.1562654320987653,0.0,0.23,"{'repeat_cap_removed': 17894, 'injection_noop': 0}"
8,popularity_stress,0.3148025834207724,-0.057387020748813744,0.6393309545906323,-0.005079540350818257,0.3113348765432098,0.47543375433281293,0.06,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
9,popularity_stress,0.6107585646820631,0.238568960512477,0.5986240421235285,-0.04578645281792204,0.2023996913580246,0.0,0.11,"{'repeat_cap_removed': 21465, 'injection_noop': 0}"
10,popularity_stress,0.2361686033898829,-0.13602100077970322,0.6361673888623867,-0.008243106079063867,0.3045679012345679,0.45059803395042825,0.16,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
11,popularity_stress,0.5109125415515836,0.13872293738199748,0.6009421134376326,-0.04346838150381793,0.19158179012345666,0.0,0.21000000000000002,"{'repeat_cap_removed': 20223, 'injection_noop': 0}"
12,popularity_stress,0.25398948955076067,-0.11820011461882546,0.6363914453847385,-0.008019049556712066,0.29574074074074064,0.4548037554023375,0.14,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
13,popularity_stress,0.5352318741493702,0.1630422699797841,0.6028397899756626,-0.041570704965787963,0.17381172839506176,0.0,0.19,"{'repeat_cap_removed': 20320, 'injection_noop': 0}"
14,popularity_stress,0.18307993170586154,-0.1891096724637246,0.6302940443759132,-0.014116450565537342,0.2911574074074075,0.41861680737455864,0.24000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
15,popularity_stress,0.4343234153390678,0.06213381116948169,0.6034528659800413,-0.0409576289614092,0.17225308641975312,0.0,0.29000000000000004,"{'repeat_cap_removed': 18848, 'injection_noop': 0}"
16,popularity_stress,0.29251634307021585,-0.07967326109937028,0.6247161038054377,-0.01969439113601279,0.37783950617283946,0.45507274022460276,0.08,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
17,popularity_stress,0.5758144177824253,0.20362481361283913,0.5835240646360493,-0.060886430305401196,0.23968364197530856,0.0,0.13,"{'repeat_cap_removed': 21028, 'injection_noop': 0}"
18,popularity_stress,0.22502265883723377,-0.14716694533235236,0.6177013060040757,-0.02670918893737484,0.3733564814814814,0.41651189037990255,0.18,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
19,popularity_stress,0.4758713109343591,0.10368170676477295,0.5848123850531424,-0.05959810988830816,0.22819444444444437,0.0,0.23,"{'repeat_cap_removed': 19119, 'injection_noop': 0}"
20,popularity_stress,0.24639502843272645,-0.12579457573685968,0.6162899460379568,-0.028120548903493692,0.36898148148148135,0.41532738002176534,0.16,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
21,popularity_stress,0.5009913979735097,0.12880179380392354,0.5858329243883355,-0.05857757055311508,0.21942129629629625,0.0,0.21000000000000002,"{'repeat_cap_removed': 19183, 'injection_noop': 0}"
22,popularity_stress,0.15998309356235818,-0.21220651060722795,0.6177245624909642,-0.026685932450486338,0.3564583333333333,0.4052485557770879,0.26,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
23,popularity_stress,0.4045716291051761,0.03238202493558995,0.5929741533570332,-0.051436341584417344,0.20924382716049372,0.0,0.31000000000000005,"{'repeat_cap_removed': 18612, 'injection_noop': 1440}"
24,popularity_stress,0.23554256689522812,-0.136647037274358,0.6253846501312696,-0.01902584481018088,0.36969135802469144,0.4583813965405205,0.14,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
25,popularity_stress,0.5204409419104494,0.1482513377408633,0.5888682577011152,-0.05554223724033536,0.2385725308641975,0.0,0.19,"{'repeat_cap_removed': 20957, 'injection_noop': 0}"
26,popularity_stress,0.1590615929229601,-0.21312801124662603,0.6206809809272369,-0.023729514014213637,0.35524691358024696,0.4294214197988467,0.24000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
27,popularity_stress,0.42058313773981115,0.04839353357022502,0.5880075538652236,-0.0564029410762269,0.22819444444444437,0.0,0.29000000000000004,"{'repeat_cap_removed': 19435, 'injection_noop': 0}"
28,popularity_stress,0.17351784351188287,-0.19867176065770326,0.6182746054825179,-0.026135889458932637,0.3665895061728395,0.43444995311099616,0.22000000000000003,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
29,popularity_stress,0.44263675259810864,0.07044714842852251,0.5906280498623377,-0.053782445079112784,0.2241743827160494,0.0,0.27,"{'repeat_cap_removed': 19778, 'injection_noop': 0}"
30,popularity_stress,0.08702073030588175,-0.2851688738637044,0.6239387561243405,-0.020471738817110063,0.33753086419753076,0.4271367669707959,0.32000000000000006,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
31,popularity_stress,0.3461612630840266,-0.026028341085559514,0.5967254173406199,-0.04768507760083063,0.2150154320987654,0.0,0.37,"{'repeat_cap_removed': 19236, 'injection_noop': 1440}"
32,popularity_stress,0.25383727207403023,-0.1183523320955559,0.6432752266628902,-0.001135268278560364,0.07808641975308639,0.47823263657893045,0.12,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
33,popularity_stress,0.5507615440462466,0.17857193987666042,0.5989220201698806,-0.04548847477156992,0.07246913580246916,0.0,0.16999999999999998,"{'repeat_cap_removed': 21490, 'injection_noop': 0}"
34,popularity_stress,0.1767466878510557,-0.19544291631853042,0.6373064210486943,-0.007104073892756246,0.07586419753086426,0.45037875221657997,0.22,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
35,popularity_stress,0.45068898147630687,0.07849937730672074,0.5995315975941065,-0.04487889734734407,0.06839506172839505,0.0,0.27,"{'repeat_cap_removed': 20189, 'injection_noop': 0}"
36,popularity_stress,0.1899719839240384,-0.18221762024554772,0.6403455651358352,-0.004064929805615347,0.09624228395061718,0.46073453981145185,0.2,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
37,popularity_stress,0.4743301768254705,0.10214057265588439,0.6009198953900291,-0.04349059955142143,0.08449845679012347,0.0,0.25,"{'repeat_cap_removed': 20616, 'injection_noop': 0}"
38,popularity_stress,0.11878815268079235,-0.2534014514887938,0.6361541296135659,-0.008256365327884652,0.0810956790123456,0.42554548295719424,0.30000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
39,popularity_stress,0.3723802309817834,0.00019062681219728095,0.6001074140631798,-0.04430308087827073,0.08073302469135801,0.0,0.35,"{'repeat_cap_removed': 19096, 'injection_noop': 0}"
40,popularity_stress,0.19824947914537155,-0.17394012502421458,0.641741270471985,-0.002669224469465492,0.08128858024691366,0.4740616914140587,0.18,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
41,popularity_stress,0.49116408014359647,0.11897447597401034,0.5970758302894215,-0.04733466465202907,0.0774999999999999,0.0,0.22999999999999998,"{'repeat_cap_removed': 21411, 'injection_noop': 0}"
42,popularity_stress,0.11595444456732223,-0.2562351596022639,0.6397298069924369,-0.004680687949013662,0.07970679012345672,0.45270635783597296,0.28,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
43,popularity_stress,0.3906688694784819,0.018479265308895765,0.5975398533927776,-0.04687064154867293,0.07681327160493834,0.0,0.32999999999999996,"{'repeat_cap_removed': 20396, 'injection_noop': 0}"
44,popularity_stress,0.13229670233886676,-0.23989290183071937,0.6406754647704929,-0.003735030170957665,0.08692129629629619,0.45831731785368246,0.26,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
45,popularity_stress,0.4141244426296728,0.041934838460086665,0.5996449575760645,-0.04476553736538602,0.07895833333333324,0.0,0.31,"{'repeat_cap_removed': 20664, 'injection_noop': 0}"
46,popularity_stress,0.057151551953307456,-0.3150380522162787,0.6352297687666288,-0.009180726174821685,0.08222993827160496,0.42920295818996573,0.36,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
47,popularity_stress,0.31402973011675195,-0.05815987405283418,0.5978199247097257,-0.04659057023172486,0.07655092592592583,0.0,0.41000000000000003,"{'repeat_cap_removed': 19225, 'injection_noop': 0}"
48,popularity_stress,0.18122160659765424,-0.1909679975719319,0.6309880159632935,-0.01342247897815707,0.10512345679012336,0.46034709629811515,0.2,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
49,popularity_stress,0.4631825223882142,0.0909929182186281,0.5911139972572641,-0.05329649768418643,0.06931327160493828,0.0,0.25,"{'repeat_cap_removed': 20932, 'injection_noop': 0}"
50,popularity_stress,0.10929247023494881,-0.2628971339346373,0.6227678330425719,-0.021642661898878646,0.09649691358024692,0.42581204213521734,0.30000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
51,popularity_stress,0.3628709855817712,-0.009318618587814909,0.5917127469194372,-0.052697748022013324,0.06778549382716048,0.0,0.35,"{'repeat_cap_removed': 19359, 'injection_noop': 0}"
52,popularity_stress,0.11740038926611618,-0.25478921490346995,0.6208304787380096,-0.023580016203440968,0.12141203703703707,0.4354844618558542,0.28,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
53,popularity_stress,0.38162926955468285,0.009439665385096718,0.5877507539474369,-0.05665974099401361,0.08815586419753085,0.0,0.33,"{'repeat_cap_removed': 20323, 'injection_noop': 0}"
54,popularity_stress,0.030931387878937122,-0.341258216290649,0.6275690061826618,-0.01684148875878877,0.1082484567901234,0.4265439103378371,0.38,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
55,popularity_stress,0.28647355299215005,-0.08571605117743608,0.5946385434667679,-0.04977195147468261,0.09027777777777768,0.0,0.43000000000000005,"{'repeat_cap_removed': 19562, 'injection_noop': 1440}"
56,popularity_stress,0.12356645931181132,-0.2486231448577748,0.6310636274569339,-0.013346867484516634,0.10042438271604937,0.45754419803887164,0.26,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
57,popularity_stress,0.40429054154011185,0.03210093737052572,0.5928510129985984,-0.05155948194285209,0.07110339506172836,0.0,0.31,"{'repeat_cap_removed': 21003, 'injection_noop': 0}"
58,popularity_stress,0.0458024671225824,-0.32638713704700373,0.6264385685789039,-0.01797192636254663,0.09772376543209882,0.43101651330005253,0.36,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
59,popularity_stress,0.30433702990532935,-0.06785257426425678,0.5927023916886639,-0.05170810325278663,0.07225308641975303,0.0,0.41,"{'repeat_cap_removed': 19647, 'injection_noop': 0}"
60,popularity_stress,0.05999033893541117,-0.31219926523417496,0.6278512210092739,-0.0165592739321766,0.10761574074074076,0.43672710121519476,0.34,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
61,popularity_stress,0.32472606157328465,-0.04746354259630148,0.5906115923717212,-0.0537989025697293,0.07938271604938274,0.0,0.39,"{'repeat_cap_removed': 20049, 'injection_noop': 0}"
62,popularity_stress,-0.029783189006497346,-0.4019727931760835,0.6297811755087382,-0.014629319432712284,0.0990123456790124,0.42943225848093913,0.44,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
63,popularity_stress,0.22789012669778852,-0.1442994774717976,0.5951663437520012,-0.04924415118944936,0.0790277777777777,0.0,0.49,"{'repeat_cap_removed': 19592, 'injection_noop': 1440}"
64,popularity_stress,0.3021896041695861,-0.07,0.6444104949414505,0.0,0.292932098765432,0.47935661404881286,0.07,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12683}"
65,popularity_stress,0.6007035322461053,0.22851392807651916,0.6002737240950923,-0.04413677084635825,0.19041666666666668,0.0,0.12000000000000001,"{'repeat_cap_removed': 21537, 'injection_noop': 0, 'session_cap_demoted': 9021}"
66,popularity_stress,0.2302935709788784,-0.14189603319070773,0.6368559500650072,-0.007554544876443359,0.282932098765432,0.4472800190735086,0.17,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11438}"
67,popularity_stress,0.5006089697700682,0.12841936560048206,0.6011625433130595,-0.04324795162839101,0.19181327160493833,0.0,0.22000000000000003,"{'repeat_cap_removed': 19697, 'injection_noop': 0, 'session_cap_demoted': 8061}"
68,popularity_stress,0.2542289130373819,-0.11796069113220425,0.6380409403797387,-0.006369554561711843,0.26238425925925934,0.4455463991557672,0.15000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11492}"
69,popularity_stress,0.526636832415375,0.15444722824578883,0.6026853026802297,-0.041725192261220845,0.1603858024691358,0.0,0.2,"{'repeat_cap_removed': 19717, 'injection_noop': 0, 'session_cap_demoted': 8151}"
70,popularity_stress,0.1909233998582346,-0.18126620431135154,0.6287518296979386,-0.015658665243511893,0.2645987654320987,0.3984565595725543,0.25,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10199}"
71,popularity_stress,0.42522642351160767,0.053036819342021535,0.601187395313954,-0.043223099627496486,0.1562654320987653,0.0,0.30000000000000004,"{'repeat_cap_removed': 17894, 'injection_noop': 0, 'session_cap_demoted': 7205}"
72,popularity_stress,0.24480258342077238,-0.12738702074881375,0.6393309545906323,-0.005079540350818257,0.3113348765432098,0.47543375433281293,0.13,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12608}"
73,popularity_stress,0.5407585646820634,0.16856896051247727,0.5986240421235285,-0.04578645281792204,0.2023996913580246,0.0,0.18,"{'repeat_cap_removed': 21465, 'injection_noop': 0, 'session_cap_demoted': 8920}"
74,popularity_stress,0.166168603389883,-0.20602100077970312,0.6361673888623866,-0.008243106079063978,0.3045679012345679,0.45059803395042825,0.23,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11627}"
75,popularity_stress,0.44091254155158366,0.06872293738199753,0.6009421134376325,-0.04346838150381804,0.19158179012345666,0.0,0.28,"{'repeat_cap_removed': 20223, 'injection_noop': 0, 'session_cap_demoted': 8245}"
76,popularity_stress,0.18398948955076067,-0.18820011461882546,0.6363914453847385,-0.008019049556712066,0.29574074074074064,0.4548037554023375,0.21000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11896}"
77,popularity_stress,0.4652318741493703,0.09304226997978415,0.6028397899756626,-0.041570704965787963,0.17381172839506176,0.0,0.26,"{'repeat_cap_removed': 20320, 'injection_noop': 0, 'session_cap_demoted': 8329}"
78,popularity_stress,0.1130799317058615,-0.2591096724637246,0.6302940443759132,-0.014116450565537342,0.2911574074074075,0.41861680737455864,0.31000000000000005,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10727}"
79,popularity_stress,0.36432341533906787,-0.007866188830518261,0.6034528659800413,-0.0409576289614092,0.17225308641975312,0.0,0.36,"{'repeat_cap_removed': 18848, 'injection_noop': 0, 'session_cap_demoted': 7562}"
80,popularity_stress,0.22251634307021584,-0.1496732610993703,0.624716103805438,-0.019694391136012568,0.37783950617283946,0.45507274022460276,0.15000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12410}"
81,popularity_stress,0.5058144177824253,0.13362481361283918,0.5835240646360493,-0.060886430305401196,0.23968364197530856,0.0,0.2,"{'repeat_cap_removed': 21028, 'injection_noop': 0, 'session_cap_demoted': 8784}"
82,popularity_stress,0.15502265883723376,-0.21716694533235237,0.6177013060040757,-0.02670918893737484,0.3733564814814814,0.41651189037990255,0.25,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11181}"
83,popularity_stress,0.405871310934359,0.03368170676477289,0.5848123850531424,-0.05959810988830816,0.22819444444444437,0.0,0.30000000000000004,"{'repeat_cap_removed': 19119, 'injection_noop': 0, 'session_cap_demoted': 7848}"
84,popularity_stress,0.17639502843272642,-0.1957945757368597,0.6162899460379568,-0.028120548903493692,0.36898148148148135,0.41532738002176534,0.23000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11340}"
85,popularity_stress,0.4309913979735096,0.058801793803923474,0.5858329243883356,-0.058577570553114966,0.21942129629629625,0.0,0.28,"{'repeat_cap_removed': 19183, 'injection_noop': 0, 'session_cap_demoted': 7963}"
86,popularity_stress,0.08998309356235812,-0.282206510607228,0.6177245624909642,-0.026685932450486338,0.3564583333333333,0.4052485557770879,0.33000000000000007,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 10826}"
87,popularity_stress,0.3345716291051761,-0.03761797506441,0.5929741533570332,-0.051436341584417344,0.20924382716049372,0.0,0.38,"{'repeat_cap_removed': 18612, 'injection_noop': 1440, 'session_cap_demoted': 7580}"
88,popularity_stress,0.16554256689522812,-0.20664703727435801,0.6253846501312696,-0.01902584481018088,0.36969135802469144,0.4583813965405205,0.21000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12365}"
89,popularity_stress,0.45044094191044937,0.07825133774086324,0.5888682577011151,-0.05554223724033547,0.2385725308641975,0.0,0.26,"{'repeat_cap_removed': 20957, 'injection_noop': 0, 'session_cap_demoted': 8713}"
90,popularity_stress,0.08906159292296006,-0.28312801124662607,0.6206809809272369,-0.023729514014213637,0.35524691358024696,0.4294214197988467,0.31000000000000005,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11275}"
91,popularity_stress,0.35058313773981103,-0.021606466429775095,0.5880075538652236,-0.0564029410762269,0.22819444444444437,0.0,0.36000000000000004,"{'repeat_cap_removed': 19435, 'injection_noop': 0, 'session_cap_demoted': 7868}"
92,popularity_stress,0.10351784351188287,-0.26867176065770326,0.6182746054825179,-0.026135889458932637,0.3665895061728395,0.43444995311099616,0.29000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11655}"
93,popularity_stress,0.37263675259810863,0.0004471484285225036,0.5906280498623377,-0.053782445079112784,0.2241743827160494,0.0,0.34,"{'repeat_cap_removed': 19778, 'injection_noop': 0, 'session_cap_demoted': 8177}"
94,popularity_stress,0.01702073030588186,-0.35516887386370427,0.6239387561243405,-0.020471738817110063,0.33753086419753076,0.4271367669707959,0.39000000000000007,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 11128}"
95,popularity_stress,0.27616126308402655,-0.09602834108555958,0.5967254173406199,-0.04768507760083063,0.2150154320987654,0.0,0.44000000000000006,"{'repeat_cap_removed': 19236, 'injection_noop': 1440, 'session_cap_demoted': 7855}"
96,popularity_stress,0.18383727207403022,-0.1883523320955559,0.6432752266628902,-0.001135268278560364,0.07808641975308639,0.47823263657893045,0.19,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12530}"
97,popularity_stress,0.4807615440462465,0.10857193987666036,0.5989220201698806,-0.04548847477156992,0.07246913580246916,0.0,0.24,"{'repeat_cap_removed': 21490, 'injection_noop': 0, 'session_cap_demoted': 8874}"
98,popularity_stress,0.10674668785105568,-0.26544291631853045,0.6373064210486943,-0.007104073892756246,0.07586419753086426,0.45037875221657997,0.29000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11513}"
99,popularity_stress,0.3806889814763069,0.00849937730672079,0.5995315975941065,-0.04487889734734407,0.06839506172839505,0.0,0.33999999999999997,"{'repeat_cap_removed': 20189, 'injection_noop': 0, 'session_cap_demoted': 8185}"
100,popularity_stress,0.1199719839240384,-0.2522176202455477,0.6403455651358352,-0.004064929805615347,0.09624228395061718,0.46073453981145185,0.27,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11895}"
101,popularity_stress,0.4043301768254705,0.03214057265588438,0.600919895390029,-0.04349059955142154,0.08449845679012347,0.0,0.32,"{'repeat_cap_removed': 20616, 'injection_noop': 0, 'session_cap_demoted': 8474}"
102,popularity_stress,0.048788152680792174,-0.32340145148879396,0.6361541296135659,-0.008256365327884652,0.0810956790123456,0.42554548295719424,0.37,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10824}"
103,popularity_stress,0.30238023098178335,-0.06980937318780278,0.6001074140631798,-0.04430308087827073,0.08073302469135801,0.0,0.42000000000000004,"{'repeat_cap_removed': 19096, 'injection_noop': 0, 'session_cap_demoted': 7779}"
104,popularity_stress,0.12824947914537155,-0.24394012502421458,0.641741270471985,-0.002669224469465492,0.08128858024691366,0.4740616914140587,0.25,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12409}"
105,popularity_stress,0.42116408014359646,0.048974475974010334,0.5970758302894215,-0.04733466465202907,0.0774999999999999,0.0,0.3,"{'repeat_cap_removed': 21411, 'injection_noop': 0, 'session_cap_demoted': 8760}"
106,popularity_stress,0.04595444456732228,-0.32623515960226385,0.6397298069924369,-0.004680687949013662,0.07970679012345672,0.45270635783597296,0.35,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11556}"
107,popularity_stress,0.3206688694784819,-0.05152073469110424,0.5975398533927776,-0.04687064154867293,0.07681327160493834,0.0,0.39999999999999997,"{'repeat_cap_removed': 20396, 'injection_noop': 0, 'session_cap_demoted': 8217}"
108,popularity_stress,0.06229670233886675,-0.3098929018307194,0.6406754647704928,-0.003735030170957776,0.08692129629629619,0.45831731785368246,0.33,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11888}"
109,popularity_stress,0.3441244426296728,-0.02806516153991334,0.5996449575760645,-0.04476553736538602,0.07895833333333324,0.0,0.38,"{'repeat_cap_removed': 20664, 'injection_noop': 0, 'session_cap_demoted': 8328}"
110,popularity_stress,-0.012848448046692551,-0.3850380522162787,0.6352297687666288,-0.009180726174821685,0.08222993827160496,0.42920295818996573,0.43,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10850}"
111,popularity_stress,0.244029730116752,-0.12815987405283413,0.5978199247097257,-0.04659057023172486,0.07655092592592583,0.0,0.48,"{'repeat_cap_removed': 19225, 'injection_noop': 0, 'session_cap_demoted': 7696}"
112,popularity_stress,0.11122160659765423,-0.2609679975719319,0.6309880159632935,-0.01342247897815707,0.10512345679012336,0.46034709629811515,0.27,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12266}"
113,popularity_stress,0.3931825223882142,0.020992918218628087,0.5911139972572641,-0.05329649768418643,0.06931327160493828,0.0,0.32,"{'repeat_cap_removed': 20932, 'injection_noop': 0, 'session_cap_demoted': 8711}"
